ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
30804,,,,,,,,,"http://www.wtatennis.com/players/322709/lucie-wargnier",,"https://www.facebook.com/Lucieewargnier/","https://www.instagram.com/luciewargnier/","01.01.2023"
30805,,,,,,,,,"http://www.wtatennis.com/players/317932/arithzi-vanzzini",,,,"01.01.2023"
30806,,,,,,,,,"http://www.wtatennis.com/players/322702/jayde-viccars",,,,"01.01.2023"
30807,,,,,,,,,"http://www.wtatennis.com/players/322707/dea-ioanna-petropoulou",,,,"01.01.2023"
30808,,,170,"Minnesota, USA",,"Right-Handed",,,"http://www.wtatennis.com/players/322716/jessie-aney",,,,"01.01.2023"
30897,,,,,,,,,"http://www.wtatennis.com/players/322698/carolina-barsante",,,,"01.01.2023"
30898,,,,,,,,,"http://www.wtatennis.com/players/322700/eden-richardson",,,,"01.01.2023"
30899,,,,,,,,,"http://www.wtatennis.com/players/322701/watipaso-msiska",,,,"01.01.2023"
30900,,,,,,,,,"http://www.wtatennis.com/players/322706/sheree-moore",,,,"01.01.2023"
30901,,,,,,,,,"http://www.wtatennis.com/players/322705/andrea-mastrippolito",,,,"01.01.2023"
30902,,,,,,,,,"http://www.wtatennis.com/players/322703/rita-kaldawi",,,,"01.01.2023"
30903,,,,,,,,,"http://www.wtatennis.com/players/322714/charlotte-wellem",,,,"01.01.2023"
30904,,,,,,,,,"http://www.wtatennis.com/players/322713/julie-couwenbergh",,,,"01.01.2023"
30905,,,,,,,,,"http://www.wtatennis.com/players/322711/cindy-castille",,,,"01.01.2023"
30906,,,,,,,,,"http://www.wtatennis.com/players/322721/natallia-niahrei",,,,"01.01.2023"
30907,,,,,,,,,"http://www.wtatennis.com/players/322719/alexis-nelson",,,,"01.01.2023"
30908,,,,,,,,,"http://www.wtatennis.com/players/322720/katharine-fahey",,,,"01.01.2023"
30909,,,,,,,,,"http://www.wtatennis.com/players/322631/alana-smith",,,,"01.01.2023"
30910,,,,,,,,,"http://www.wtatennis.com/players/322718/leyla-azaeva",,,,"01.01.2023"
30911,,,,,,,,,"http://www.wtatennis.com/players/322717/shereen-peterson-paul",,,,"01.01.2023"
30914,,,,,,,,,"http://www.wtatennis.com/players/322724/marta-magalhaes",,,,"01.01.2023"
30915,"Pro",,184,"Minsk, Belarus","Minsk, Belarus","Right-Handed","Vladimir Kruk",,"http://www.wtatennis.com/player-profile/322730","https://twitter.com/vveralapko","https://www.facebook.com/lapkotennis/","https://www.instagram.com/veralapko/","01.01.2023"
31006,,,,,,,,,"http://www.wtatennis.com/players/322731/emma-milicevic",,,,"01.01.2023"
31007,,,,,,,,,"http://www.wtatennis.com/players/322750/xi-yang",,,,"01.01.2023"
31008,,,,,,,,,"http://www.wtatennis.com/players/322747/rui-jie-jiang",,,,"01.01.2023"
31009,,,,,,,,,"http://www.wtatennis.com/players/322741/zhiruo-liu",,,,"01.01.2023"
31011,,,,,,,,,"http://www.wtatennis.com/players/322746/minying-liang",,,,"01.01.2023"
31013,,,,,,,,,"http://www.wtatennis.com/player-profile/322744",,,,"01.01.2023"
31014,,,,,,,,,"http://www.wtatennis.com/players/322749/yao-chen",,,,"01.01.2023"
31015,,,,,,,,,"http://www.wtatennis.com/players/322742/huijie-li",,,,"01.01.2023"
31016,,,,,,,,,"http://www.wtatennis.com/player-profile/322752",,"https://www.facebook.com/people/Sara-%C4%8Cakarevi%C4%87/100007010025232/","https://www.instagram.com/saracakarevic/","01.01.2023"
31017,,,,,,,,,"http://www.wtatennis.com/players/322753/tiffany-petermann",,,,"01.01.2023"
31018,,,,,,,,,"http://www.wtatennis.com/players/190694/katerina-stamatopoulou",,,,"01.01.2023"
31019,,,,,,,,,"http://www.wtatennis.com/players/322739/ilenia-bottoni",,,,"01.01.2023"
31020,,,,,,,,,"http://www.wtatennis.com/players/322737/arianna-capogrosso",,,,"01.01.2023"
31021,,,,,,,,,"http://www.wtatennis.com/players/322736/giulia-sartori",,,,"01.01.2023"
31022,,,,,,,,,"http://www.wtatennis.com/players/322738/michela-verpelli",,,,"01.01.2023"
31023,,,,,,,,,"http://www.wtatennis.com/players/322726/rita-pedroso",,,,"01.01.2023"
31024,,,,,,,,,"http://www.wtatennis.com/players/322732/matilde-danieli",,,,"01.01.2023"
31025,,,,,,,,,"http://www.wtatennis.com/players/322729/kariann-pierre-louis",,,,"01.01.2023"
31026,,,,,,,,,"http://www.wtatennis.com/players/322757/agustina-santamaria-teixeira",,,,"01.01.2023"
31027,,,,,,,,,"http://www.wtatennis.com/players/322758/rosario-perez-salinas",,,,"01.01.2023"
31028,,,,,,,,,"http://www.wtatennis.com/players/322760/carla-soto-villalobos",,,,"01.01.2023"
31029,,,,,,,,,"http://www.wtatennis.com/players/322759/francisca-vasquez-pongruber",,,,"01.01.2023"
31129,,,,,,,,,"http://www.wtatennis.com/players/322763/barbara-osorio",,,,"01.01.2023"
31131,,,,,,,,,"http://www.wtatennis.com/players/322762/francisca-hernandez",,,,"01.01.2023"
31132,,,,,,,,,"http://www.wtatennis.com/players/322765/jingyan-zhao",,,,"01.01.2023"
31133,,,,,,,,,"http://www.wtatennis.com/players/322766/lidija-samardzic",,,,"01.01.2023"
31134,,,,,,,,,"http://www.wtatennis.com/players/322767/mir-ambaye",,,,"01.01.2023"
31135,,,,,,,,,"http://www.wtatennis.com/players/322768/silvia-mattiolo",,,,"01.01.2023"
31136,,,,,,,,,"http://www.wtatennis.com/players/322782/riko-watanabe",,,,"01.01.2023"
31137,,,,,,,,,"http://www.wtatennis.com/players/322787/marin-osawa",,,,"01.01.2023"
31138,,,,,,,,,"http://www.wtatennis.com/players/322785/mariko-chiba",,,,"01.01.2023"
31139,,,,,,,,,"http://www.wtatennis.com/players/322780/aya-tanaka",,,,"01.01.2023"
31140,,,,,,,,,"http://www.wtatennis.com/players/322771/satomi-fujitani",,,,"01.01.2023"
31141,,,,,,,,,"http://www.wtatennis.com/players/322791/kyoko-kaizaki",,,,"01.01.2023"
31142,,,,,,,,,"http://www.wtatennis.com/players/322772/miki-nakashiba",,,,"01.01.2023"
31143,,,,,,,,,"http://www.wtatennis.com/players/322778/rise-shimizu",,,,"01.01.2023"
31144,,,,,,,,,"http://www.wtatennis.com/players/322779/ayako-hayashi",,,,"01.01.2023"
31145,,,,,,,,,"http://www.wtatennis.com/players/322789/mitsuki-yamaguchi",,,,"01.01.2023"
31146,,,,,,,,,"http://www.wtatennis.com/players/322788/miyuki-andou",,,,"01.01.2023"
31147,,,,,,,,,"http://www.wtatennis.com/players/322790/reina-ushisako",,,,"01.01.2023"
31148,,,,,,,,,"http://www.wtatennis.com/players/322781/keiko-fukui",,,,"01.01.2023"
31149,,,,,,,,,"http://www.wtatennis.com/players/322783/sumire-ri",,,,"01.01.2023"
31150,,,,,,,,,"http://www.wtatennis.com/players/322793/samantha-echevarria",,,,"01.01.2023"
31151,,,,,,,,,"http://www.wtatennis.com/players/322792/mariana-otero",,,,"01.01.2023"
31152,,,,,,,,,"http://www.wtatennis.com/players/322795/maricielo-torres-chihuan",,,,"01.01.2023"
31153,,,,,,,,,"http://www.wtatennis.com/players/322794/daniela-naupari",,,,"01.01.2023"
31154,,,,,,,,,"http://www.wtatennis.com/players/322796/gianna-pinasco",,,,"01.01.2023"
31155,,,,,,,,,"http://www.wtatennis.com/players/322799/alena-kovaleva",,,,"01.01.2023"
31156,,,,,,,,,"http://www.wtatennis.com/players/322798/anabel-martinovic",,,,"01.01.2023"
31157,,,,,,,,,"http://www.wtatennis.com/players/322797/hannah-reich",,,,"01.01.2023"
31258,,,,,,,,,"http://www.wtatennis.com/players/322829/olla-mourad",,,,"01.01.2023"
31259,,,,,,,,,"http://www.wtatennis.com/players/322834/alina-iuliana-virsa",,,,"01.01.2023"
31260,,,,,,,,,"http://www.wtatennis.com/players/322827/frana-ugarkovic",,,,"01.01.2023"
31261,,,,,,,,,"http://www.wtatennis.com/players/322828/rikeetha-pereira",,,,"01.01.2023"
31262,,,,,,,,,"http://www.wtatennis.com/players/322832/areej-fareh",,,,"01.01.2023"
31263,,,,,,,,,"http://www.wtatennis.com/players/322830/teodora-sabljarevic",,,,"01.01.2023"
31264,,,,,,,,,"http://www.wtatennis.com/players/322833/kalpaka-pradip",,,,"01.01.2023"
31265,,,,,,,,,"http://www.wtatennis.com/players/322852/arina-petrova",,,,"01.01.2023"
31266,,,,,,,,,"http://www.wtatennis.com/players/322851/maria-zotova",,,,"01.01.2023"
31267,,,168,"Melbourne, Australia","Melbourne, Australia","Right-Handed",,,"http://www.wtatennis.com/player-profile/322822","https://twitter.com/jaimeef17","https://www.facebook.com/jfourlis/","https://www.instagram.com/jaimeefourlis_/","01.01.2023"
31268,,,,,,,,,"http://www.wtatennis.com/players/322856/doga-selen-takunyaci",,,,"01.01.2023"
31269,,,,,,,,,"http://www.wtatennis.com/players/322805/fabiana-pitisci",,,,"01.01.2023"
31271,,,,,,,,,"http://www.wtatennis.com/players/322800/maria-ross",,,,"01.01.2023"
31273,,,,,,,,,"http://www.wtatennis.com/players/322802/lijia-huang",,,,"01.01.2023"
31274,,,,,,,,,"http://www.wtatennis.com/players/322803/laura-hampe",,,,"01.01.2023"
31275,,,,,,,,,"http://www.wtatennis.com/players/322808/saori-hibi",,,,"01.01.2023"
31276,,,,,,,,,"http://www.wtatennis.com/players/322810/konatsu-ishii",,,,"01.01.2023"
31277,,,,,,,,,"http://www.wtatennis.com/players/318039/ayano-sonoda",,,,"01.01.2023"
31278,,,,,,,,,"http://www.wtatennis.com/players/322812/tomoko-hirata",,,,"01.01.2023"
31279,,,,,,,,,"http://www.wtatennis.com/player-profile/322811",,,"https://www.instagram.com/loyztm/","01.01.2023"
31280,,,,,,,,,"http://www.wtatennis.com/players/322806/asli-pekdemir",,,,"01.01.2023"
31365,,,,,,,,,"http://www.wtatennis.com/players/322814/valerie-quiceno",,,,"01.01.2023"
31366,,,,,,,,,"http://www.wtatennis.com/players/322817/kelley-anderson",,,,"01.01.2023"
31367,,,,,,,,,"http://www.wtatennis.com/players/322818/amy-yang",,,,"01.01.2023"
31368,,,,,,,,,"http://www.wtatennis.com/players/322821/victoria-roberts",,,,"01.01.2023"
31369,,,,,,,,,"http://www.wtatennis.com/players/322819/turner-yates",,,,"01.01.2023"
31370,,,,,,,,,"http://www.wtatennis.com/players/322823/emily-martin",,,,"01.01.2023"
31371,,,,,,,,,"http://www.wtatennis.com/players/322825/giorgie-jones",,,,"01.01.2023"
31372,,,,,,,,,"http://www.wtatennis.com/players/322826/tallulah-grauaug",,,,"01.01.2023"
31373,,,,,,,,,"http://www.wtatennis.com/players/322824/chanel-dimos",,,,"01.01.2023"
31374,,,,,,,,,"http://www.wtatennis.com/players/322835/merye-gobernate",,,,"01.01.2023"
31375,,,,,,,,,"http://www.wtatennis.com/players/322838/nikola-dolakova",,,,"01.01.2023"
31376,,,,,,,,,"http://www.wtatennis.com/players/322837/pauline-jahren",,,,"01.01.2023"
31377,,,,,,,,,"http://www.wtatennis.com/players/322843/nika-besker",,,,"01.01.2023"
31378,,,,,,,,,"http://www.wtatennis.com/players/322848/petra-maric",,,,"01.01.2023"
31379,,,,,,,,,"http://www.wtatennis.com/players/322844/tea-jezidzic",,,,"01.01.2023"
31380,,,,,,,,,"http://www.wtatennis.com/players/322841/ena-babic",,,,"01.01.2023"
31381,,,,,,,,,"http://www.wtatennis.com/players/322845/alisa-glushchenko",,,,"01.01.2023"
31382,,,,,,,,,"http://www.wtatennis.com/players/322839/lucia-ondrasova",,,,"01.01.2023"
31383,,,,,,,,,"http://www.wtatennis.com/players/322850/elisa-cordovani",,,,"01.01.2023"
31384,,,,,,,,,"http://www.wtatennis.com/players/322853/dariya-dzhakipova",,,,"01.01.2023"
31385,,,,,,,,,"http://www.wtatennis.com/players/322854/macarena-kruger",,,,"01.01.2023"
31386,,,,,,,,,"http://www.wtatennis.com/players/322855/roxana-urbina",,,,"01.01.2023"
31387,,,,,,,,,"http://www.wtatennis.com/players/322858/anna-kipiani",,,,"01.01.2023"
31388,,,,,,,,,"http://www.wtatennis.com/players/322857/roxane-boulanger",,,,"01.01.2023"
31389,,,,,,,,,"http://www.wtatennis.com/players/322859/aleksandra-romanova",,,,"01.01.2023"
31390,,,,,,,,,"http://www.wtatennis.com/players/322860/wendy-armstrong",,,,"01.01.2023"
31391,,,,,,,,,"http://www.wtatennis.com/players/322632/marta-kowalska",,,,"01.01.2023"
31405,,,,,,,,,"http://www.wtatennis.com/players/322866/ange-hermine-jessica-ndjayeno-gemegah",,,,"01.01.2023"
31406,,,,,,,,,"http://www.wtatennis.com/players/322867/warona-mdlulwa",,,,"01.01.2023"
31407,,,,,,,,,"http://www.wtatennis.com/players/322869/serena-nazzal",,,,"01.01.2023"
31408,,,,,,,,,"http://www.wtatennis.com/players/322868/fati-zoma",,,,"01.01.2023"
31409,,,,,,,,,"http://www.wtatennis.com/players/322889/abinikka-renganathan",,,,"01.01.2023"
31410,,,,,,,,,"http://www.wtatennis.com/players/322890/reshma-ganapathy",,,,"01.01.2023"
31411,,,,,,,,,"http://www.wtatennis.com/players/322887/swetha-sree-hari",,,,"01.01.2023"
31412,,,,,,,,,"http://www.wtatennis.com/players/322876/sara-ramadan",,,,"01.01.2023"
31413,,,,,,,,,"http://www.wtatennis.com/players/322914/miriam-monsutti",,,,"01.01.2023"
31479,,,,,,,,,"http://www.wtatennis.com/players/322849/nicole-kadlec",,,,"01.01.2023"
31537,,,,,,,,,"http://www.wtatennis.com/players/322903/shakhnoza-khatamova",,,,"01.01.2023"
31538,,,,,,,,,"http://www.wtatennis.com/players/322904/daniela-vukovic",,,,"01.01.2023"
31540,,,,,,,,,"http://www.wtatennis.com/players/322863/shayannah-beck",,,,"01.01.2023"
31542,,,,,,,,,"http://www.wtatennis.com/players/322864/gabriela-sprague",,,,"01.01.2023"
31543,,,,,,,,,"http://www.wtatennis.com/players/322873/vitoria-okuyama",,,,"01.01.2023"
31545,,,,,,,,,"http://www.wtatennis.com/players/322872/gabriela-andrade-giardini",,,,"01.01.2023"
31546,,,,,,,,,"http://www.wtatennis.com/players/322870/daniela-sanz",,,,"01.01.2023"
31547,,,,,,,,,"http://www.wtatennis.com/players/322882/katarzyna-pitak",,,,"01.01.2023"
31548,,,,,,,,,"http://www.wtatennis.com/players/322881/natalie-hepburn",,,,"01.01.2023"
31549,,,,,,,,,"http://www.wtatennis.com/players/322877/amelia-stuart",,,,"01.01.2023"
31550,,,,,,,,,"http://www.wtatennis.com/players/322878/olivia-horn",,,,"01.01.2023"
31551,,,,,,,,,"http://www.wtatennis.com/players/322880/darinka-tiboldi",,,,"01.01.2023"
31552,,,,,,,,,"http://www.wtatennis.com/players/322886/julia-rakocevic",,,,"01.01.2023"
31553,,,,,,,,,"http://www.wtatennis.com/players/322885/panagiota-eleni-mathioudaki",,,,"01.01.2023"
31554,,,,,,,,,"http://www.wtatennis.com/players/322884/beladora-matallah",,,,"01.01.2023"
31555,,,,,,,,,"http://www.wtatennis.com/players/322894/thanushree-vale",,,,"01.01.2023"
31556,,,,,,,,,"http://www.wtatennis.com/players/322893/kaaviya-balasubramanian",,,,"01.01.2023"
31557,,,,,,,,,"http://www.wtatennis.com/players/322899/muskaan-ranjan",,,,"01.01.2023"
31558,,,,,,,,,"http://www.wtatennis.com/players/322901/nikitha-tirdala",,,,"01.01.2023"
31559,,,,,,,,,"http://www.wtatennis.com/players/322895/pragati-natraj",,,,"01.01.2023"
31560,,,,,,,,,"http://www.wtatennis.com/players/322897/sansriti-ranjan",,,,"01.01.2023"
31561,,,,,,,,,"http://www.wtatennis.com/players/322891/chitra-jayaraman",,,,"01.01.2023"
31562,,,,,,,,,"http://www.wtatennis.com/players/322892/abhilasha-vishwanath",,,,"01.01.2023"
31563,,,,,,,,,"http://www.wtatennis.com/players/322898/rishika-ravindran",,,,"01.01.2023"
31564,,,,,,,,,"http://www.wtatennis.com/players/322900/shamika-dhar",,,,"01.01.2023"
31565,,,,,,,,,"http://www.wtatennis.com/players/322902/stuti-singh-tomar",,,,"01.01.2023"
31566,,,,,,,,,"http://www.wtatennis.com/players/322910/jennifer-jussi",,,,"01.01.2023"
31567,,,,,,,,,"http://www.wtatennis.com/players/322905/lara-dimmer",,,,"01.01.2023"
31568,,,,,,,,,"http://www.wtatennis.com/players/322907/vera-sakalouskaya",,,,"01.01.2023"
31569,,,,,,,,,"http://www.wtatennis.com/players/322908/jessica-bruehwiler",,,,"01.01.2023"
31570,,,,,,,,,"http://www.wtatennis.com/players/322913/aline-thommen",,,,"01.01.2023"
31571,,,,,,,,,"http://www.wtatennis.com/players/322906/tamara-arnold",,,,"01.01.2023"
31572,,,,,,,,,"http://www.wtatennis.com/player-profile/322909",,,"https://www.instagram.com/annagabric/","01.01.2023"
31573,,,,,,,,,"http://www.wtatennis.com/players/322911/rebecca-ehn",,,,"01.01.2023"
31574,,,,,,,,,"http://www.wtatennis.com/players/322912/ena-ovcina",,,,"01.01.2023"
31575,,,,,,,,,"http://www.wtatennis.com/player-profile/322816",,,,"01.01.2023"
31624,,,,,,,,,"http://www.wtatennis.com/players/322875/kristina-radan",,,,"01.01.2023"
31639,,,,,,,,,"http://www.wtatennis.com/players/322883/laura-sainsbury",,,,"01.01.2023"
31695,,,,,,,,,"http://www.wtatennis.com/player-profile/322915",,,,"01.01.2023"
31696,,,,,,,,,"http://www.wtatennis.com/players/322916/milena-amedieva",,,,"01.01.2023"
31697,,,,,,,,,"http://www.wtatennis.com/players/322919/angelina-kholikulova",,,,"01.01.2023"
31698,,,,,,,,,"http://www.wtatennis.com/players/322921/anastasia-samsonenko",,,,"01.01.2023"
31699,,,,,,,,,"http://www.wtatennis.com/players/322920/jennifer-hauer",,,,"01.01.2023"
31723,,,,,,,,,"http://www.wtatennis.com/players/322938/kamonluk-kittitanom",,,,"01.01.2023"
31726,,,,,,,,,"http://www.wtatennis.com/players/322926/yixuan-li",,,,"01.01.2023"
31727,,,,,,,,,"http://www.wtatennis.com/player-profile/322925",,,,"01.01.2023"
31728,,,175,"Szeghalom, Hungary",,"Right-Handed",,,"http://www.wtatennis.com/player-profile/322942","https://twitter.com/AnnaBondar15","https://www.facebook.com/annabondarcom/","https://www.instagram.com/annabondar97/","01.01.2023"
31790,,,,,,,,,"http://www.wtatennis.com/player-profile/322931",,,,"01.01.2023"
31792,,,,,,,,,"http://www.wtatennis.com/players/322932/zhijie-ma",,,,"01.01.2023"
31793,,,,,,,,,"http://www.wtatennis.com/players/322929/xin-yang",,,,"01.01.2023"
31794,,,,,,,,,"http://www.wtatennis.com/players/322927/ruyu-yan",,,,"01.01.2023"
31795,,,,,,,,,"http://www.wtatennis.com/players/322930/yunni-zeng",,,,"01.01.2023"
31796,,,,,,,,,"http://www.wtatennis.com/players/322936/natacha-petrovic",,,,"01.01.2023"
31797,,,,,,,,,"http://www.wtatennis.com/players/322935/jessica-crivelletto",,,,"01.01.2023"
31798,,,,,,,,,"http://www.wtatennis.com/players/322937/elena-cortimiglia",,,,"01.01.2023"
31799,,,,,,,,,"http://www.wtatennis.com/players/322941/parima-leenabanchong",,,,"01.01.2023"
31800,,,,,,,,,"http://www.wtatennis.com/players/322944/helena-kuppig",,,,"01.01.2023"
31801,,,,,,,,,"http://www.wtatennis.com/players/322945/milica-krnjaja",,,,"01.01.2023"
31808,,,,,,,,,"http://www.wtatennis.com/players/322967/natsuho-arakawa",,,,"01.01.2023"
31895,,,,,,,,,"http://www.wtatennis.com/players/322949/yuki-ukai",,,,"01.01.2023"
31896,,,,,,,,,"http://www.wtatennis.com/players/322951/michiru-furuya",,,,"01.01.2023"
31897,,,,,,,,,"http://www.wtatennis.com/players/322952/mahiro-date",,,,"01.01.2023"
31898,,,,,,,,,"http://www.wtatennis.com/players/322948/tingting-pei",,,,"01.01.2023"
31899,,,,,,,,,"http://www.wtatennis.com/players/322923/alexandra-belaya",,,,"01.01.2023"
31900,,,,,,,,,"http://www.wtatennis.com/players/322964/gayeong-back",,,,"01.01.2023"
31901,,,,,,,,,"http://www.wtatennis.com/players/322961/eun-se-jang",,,,"01.01.2023"
31906,,,,,,,,,"http://www.wtatennis.com/players/322956/seunghyun-lee",,,,"01.01.2023"
31907,,,,,,,,,"http://www.wtatennis.com/players/322962/jeewon-park",,,,"01.01.2023"
31909,,,,,,,,,"http://www.wtatennis.com/players/322966/savannah-sills",,,,"01.01.2023"
31910,,,,,,,,,"http://www.wtatennis.com/players/322965/anastasia-tsyganova",,,,"01.01.2023"
31911,,,,,,,,,"http://www.wtatennis.com/players/322968/kristina-pastukhova",,,,"01.01.2023"
31913,,,,,,,,,"http://www.wtatennis.com/players/322970/mariam-kandelaki",,,,"01.01.2023"
31919,,,,,,,,,"http://www.wtatennis.com/players/322990/vaidehi-chaudhari",,,,"01.01.2023"
31920,,,170,,,"Right-Handed",,,"http://www.wtatennis.com/player-profile/323007","https://twitter.com/mariacbjorklund","https://www.facebook.com/mirjam.bjorklund.5/","https://www.instagram.com/mirjambjorklund/","01.01.2023"
31921,,,,,,,,,"http://www.wtatennis.com/players/323008/linnea-bjork",,,,"01.01.2023"
31922,,,,,,,,,"http://www.wtatennis.com/players/323004/martina-lo-pumo",,,,"01.01.2023"
31923,,,,,,,,,"http://www.wtatennis.com/players/323012/ana-akhalkatsi",,,,"01.01.2023"
31993,,,,,,,,,"http://www.wtatennis.com/players/322972/nagisa-imamura",,,,"01.01.2023"
31994,,,,,,,,,"http://www.wtatennis.com/players/322971/lisa-marie-rioux",,,,"01.01.2023"
31995,,,,,,,,,"http://www.wtatennis.com/players/322982/huiyeon-cho",,,,"01.01.2023"
31996,,,,,,,,,"http://www.wtatennis.com/players/322977/jihye-choi",,,,"01.01.2023"
31999,,,,,,,,,"http://www.wtatennis.com/players/322983/mouna-bouzgarrou",,,,"01.01.2023"
32000,,,,,,,,,"http://www.wtatennis.com/players/322985/kayla-gammie",,,,"01.01.2023"
32001,,,,,,,,,"http://www.wtatennis.com/players/322988/megan-smith",,,,"01.01.2023"
32002,,,,,,,,,"http://www.wtatennis.com/players/322987/sophia-patel",,,,"01.01.2023"
32003,,,,,,,,,"http://www.wtatennis.com/players/322984/chloe-smith",,,,"01.01.2023"
32004,,,,,,,,,"http://www.wtatennis.com/players/323021/julia-dernovska",,,,"01.01.2023"
32005,,,,,,,,,"http://www.wtatennis.com/players/323022/sara-marjanovic",,,,"01.01.2023"
32006,,,,,,,,,"http://www.wtatennis.com/players/323000/pareen-shivekar",,,,"01.01.2023"
32007,,,,,,,,,"http://www.wtatennis.com/players/322997/lavanya-khanuja",,,,"01.01.2023"
