ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
64820,,,,,,,,,"http://www.wtatennis.com/players/329445/grace-piper",,,,"01.01.2023"
64824,,,,,,,,,"http://www.wtatennis.com/players/329447/fatma-mornagui",,,,"01.01.2023"
64825,,,,,,,,,"http://www.wtatennis.com/players/329446/sarah-aubertin",,,,"01.01.2023"
64827,,,,,,,,,"http://www.wtatennis.com/players/329438/ekaterina-maklakova",,,,"01.01.2023"
64828,,,,,,,,,"http://www.wtatennis.com/players/329439/adel-ismagulova",,,,"01.01.2023"
64829,,,,,,,,,"http://www.wtatennis.com/players/329437/sofiya-chursina",,,,"01.01.2023"
64930,,,,,,,,,"http://www.wtatennis.com/players/329440/natalia-cabra-betancourt",,,,"01.01.2023"
64932,,,,,,,,,"http://www.wtatennis.com/players/329456/mariam-samy",,,,"01.01.2023"
64934,,,,,,,,,"http://www.wtatennis.com/players/329458/demi-tran",,,,"01.01.2023"
64936,,,,,,,,,"http://www.wtatennis.com/players/329459/isabella-kruger",,,,"01.01.2023"
64937,,,,,,,,,"http://www.wtatennis.com/players/329457/darja-semenistaja",,,,"01.01.2023"
64938,,,,,,,,,"http://www.wtatennis.com/players/329452/ane-ibarra",,,,"01.01.2023"
64939,,,,,,,,,"http://www.wtatennis.com/players/329453/bianca-fernandez",,,,"01.01.2023"
64940,,,,,,,,,"http://www.wtatennis.com/players/329455/valery-senka",,,,"01.01.2023"
65080,,,,,,,,,"http://www.wtatennis.com/players/329463/karolina-kozakova",,,,"01.01.2023"
65084,,,,,,,,,"http://www.wtatennis.com/players/329473/shaloom-delgado-forero",,,,"01.01.2023"
65088,,,,,,,,,"http://www.wtatennis.com/players/329468/gabriela-carvajal-melendez",,,,"01.01.2023"
65089,,,,,,,,,"http://www.wtatennis.com/players/329470/sofia-cardenas-galvis",,,,"01.01.2023"
65173,,,,,,,,,"http://www.wtatennis.com/players/329464/maria-torres-murcia",,,,"01.01.2023"
65174,,,,,,,,,"http://www.wtatennis.com/players/329465/maria-padilla-jaimes",,,,"01.01.2023"
65190,,,,,,,,,"http://www.wtatennis.com/players/329480/zeina-shaaban",,,,"01.01.2023"
65191,,,,,,,,,"http://www.wtatennis.com/players/329481/nada-fouad",,,,"01.01.2023"
65270,,,,,,,,,"http://www.wtatennis.com/players/329474/erika-sandor-zur",,,,"01.01.2023"
65294,,,,,,,,,"http://www.wtatennis.com/players/329482/nino-natsvlishvili",,,,"01.01.2023"
65303,,,,,,,,,"http://www.wtatennis.com/players/329491/benedetta-ortenzi",,,,"01.01.2023"
65304,,,,,,,,,"http://www.wtatennis.com/players/329487/sofiia-likhacheva",,,,"01.01.2023"
65305,,,,,,,,,"http://www.wtatennis.com/players/329489/andrea-palazon",,,,"01.01.2023"
65310,,,,,,,,,"http://www.wtatennis.com/players/329517/victoria-carlsten",,,,"01.01.2023"
65311,,,,,,,,,"http://www.wtatennis.com/players/329519/matylda-burylo",,,,"01.01.2023"
65314,,,,,,,,,"http://www.wtatennis.com/players/329428/sara-seivane-torres",,,,"01.01.2023"
65315,,,,,,,,,"http://www.wtatennis.com/players/329429/julia-garcia-ruiz",,,,"01.01.2023"
65317,,,,,,,,,"http://www.wtatennis.com/players/329529/mariana-jimenez-bustillo",,,,"01.01.2023"
65318,,,,,,,,,"http://www.wtatennis.com/players/329522/mackenzie-clark",,,,"01.01.2023"
65327,,,,,,,,,"http://www.wtatennis.com/players/329479/whitley-pate",,,,"01.01.2023"
65417,,,,,,,,,"http://www.wtatennis.com/players/329505/antonia-ruzic",,,,"01.01.2023"
65418,,,,,,,,,"http://www.wtatennis.com/players/329506/greta-carbone",,,,"01.01.2023"
65419,,,,,,,,,"http://www.wtatennis.com/players/329518/emma-shasteen",,,,"01.01.2023"
65420,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/329512/reese-brantmeier",,,,"01.01.2023"
65421,,,,,,,,,"http://www.wtatennis.com/players/329509/rachel-gailis",,,,"01.01.2023"
65422,,,,,,,,,"http://www.wtatennis.com/players/329511/elaine-chervinsky",,,,"01.01.2023"
65423,,,,,,,,,"http://www.wtatennis.com/players/329430/fatima-gutierrez-martinez",,,,"01.01.2023"
65437,,,,,,,,,"http://www.wtatennis.com/players/329547/linda-salvi",,,,"01.01.2023"
65443,,,,,,,,,"http://www.wtatennis.com/players/329541/syria-la-cerra",,,,"01.01.2023"
65444,,,,,,,,,"http://www.wtatennis.com/players/329540/aleksandra-zlatarova",,,,"01.01.2023"
65451,,,,,,,,,"http://www.wtatennis.com/players/329546/elva-brindis-sanchez",,,,"01.01.2023"
65452,,,,,,,,,"http://www.wtatennis.com/players/329532/kimberly-sabga",,,,"01.01.2023"
65453,,,,,,,,,"http://www.wtatennis.com/players/329533/keesa-lee-young",,,,"01.01.2023"
65454,,,,,,,,,"http://www.wtatennis.com/players/329534/shauna-valentine",,,,"01.01.2023"
65455,,,,,,,,,"http://www.wtatennis.com/players/329535/aalisha-alexis",,,,"01.01.2023"
65456,,,,,,,,,"http://www.wtatennis.com/players/329513/shria-atturu",,,,"01.01.2023"
65457,,,,,,,,,"http://www.wtatennis.com/players/329514/isabelle-kouzmanov",,,,"01.01.2023"
65458,,,,,,,,,"http://www.wtatennis.com/players/329515/eleana-yu",,,,"01.01.2023"
65461,,,,,,,,,"http://www.wtatennis.com/players/329503/jin-zhang",,,,"01.01.2023"
65462,,,,,,,,,"http://www.wtatennis.com/players/329516/amber-mcginnis",,,,"01.01.2023"
65463,,,,,,,,,"http://www.wtatennis.com/players/329530/osenyonye-nwokolo",,,,"01.01.2023"
65464,,,,,,,,,"http://www.wtatennis.com/players/329531/dylan-cline",,,,"01.01.2023"
65606,,,,,,,,,"http://www.wtatennis.com/players/329559/mua-shigeta",,,,"01.01.2023"
65614,,,,,,,,,"http://www.wtatennis.com/players/329564/brianna-tulloch",,,,"01.01.2023"
65615,,,,,,,,,"http://www.wtatennis.com/players/329567/dimitra-pavlou",,,,"01.01.2023"
65618,,,,,,,,,"http://www.wtatennis.com/players/190715/kai-siewrattan",,,,"01.01.2023"
65619,,,,,,,,,"http://www.wtatennis.com/players/329570/danielle-alamo",,,,"01.01.2023"
65788,,,,,,,,,"http://www.wtatennis.com/players/329576/gemma-negre-sanchez",,,,"01.01.2023"
65789,,,,,,,,,"http://www.wtatennis.com/players/329575/nahia-berecoechea",,,,"01.01.2023"
65791,,,,,,,,,"http://www.wtatennis.com/players/329578/silvia-ambrosio",,,,"01.01.2023"
65909,,,,,,,,,"http://www.wtatennis.com/players/329774/pia-lovric",,,,"01.01.2023"
65910,,,,,,,,,"http://www.wtatennis.com/players/327196/zhuoxuan-bai",,,,"01.01.2023"
65911,,,,,,"Left-Handed",,,"http://www.wtatennis.com/players/330482/diana-shnaider",,,,"01.01.2023"
65912,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/329627/linda-fruhvirtova",,,,"01.01.2023"
65915,,,,,,,,,"http://www.wtatennis.com/players/329579/aleksandra-jelen",,,,"01.01.2023"
65916,,,,,,,,,"http://www.wtatennis.com/players/329583/evialina-laskevich",,,,"01.01.2023"
65917,,,,,,,,,"http://www.wtatennis.com/players/329581/ekaterina-nikiforova",,,,"01.01.2023"
65919,,,,,,,,,"http://www.wtatennis.com/players/329590/sara-mikaca",,,,"01.01.2023"
65924,,,,,,,,,"http://www.wtatennis.com/players/329586/camille-townsend",,,,"01.01.2023"
65925,,,,,,,,,"http://www.wtatennis.com/players/329588/julia-jordan",,,,"01.01.2023"
65926,,,,,,,,,"http://www.wtatennis.com/players/329585/katya-townsend",,,,"01.01.2023"
65927,,,,,,,,,"http://www.wtatennis.com/players/329589/sara-paunovic",,,,"01.01.2023"
66037,,,,,,,,,"http://www.wtatennis.com/players/329601/ji-young-seo",,,,"01.01.2023"
66050,,,,,,,,,"http://www.wtatennis.com/players/329604/ofer-kivity",,,,"01.01.2023"
66052,,,,,,,,,"http://www.wtatennis.com/players/329602/anna-weissheim",,,,"01.01.2023"
66054,,,,,,,,,"http://www.wtatennis.com/players/329600/sydney-dorcil",,,,"01.01.2023"
66057,,,,,,,,,"http://www.wtatennis.com/players/329595/gabriella-broadfoot",,,,"01.01.2023"
66058,,,,,,,,,"http://www.wtatennis.com/players/329597/mafalda-guedes",,,,"01.01.2023"
66176,,,,,,,,,"http://www.wtatennis.com/players/329614/marina-stakusic",,,,"01.01.2023"
66179,,,,,,,,,"http://www.wtatennis.com/players/329609/sylvie-zund",,,,"01.01.2023"
66181,,,,,,,,,"http://www.wtatennis.com/players/329610/stefani-sandoiu-shtein",,,,"01.01.2023"
66315,,,,,,,,,"http://www.wtatennis.com/players/329607/gracie-epps",,,,"01.01.2023"
66320,,,,,,,,,"http://www.wtatennis.com/players/329628/zeba-jamal",,,,"01.01.2023"
66324,,,,,,,,,"http://www.wtatennis.com/players/329633/bente-spee",,,,"01.01.2023"
66327,,,,,,,,,"http://www.wtatennis.com/players/329636/jami-burt",,,,"01.01.2023"
66328,,,,,,,,,"http://www.wtatennis.com/players/329635/jamilah-snells",,,,"01.01.2023"
66333,,,,,,,,,"http://www.wtatennis.com/players/329624/natalia-szabanin",,,,"01.01.2023"
66478,,,,,,,,,"http://www.wtatennis.com/players/329642/tea-lukic",,,,"01.01.2023"
66479,,,,,,,,,"http://www.wtatennis.com/players/329640/sana-garakani",,,,"01.01.2023"
66480,,,,,,,,,"http://www.wtatennis.com/players/329648/eleanor-baglow",,,,"01.01.2023"
66588,,,,,,,,,"http://www.wtatennis.com/players/329645/jelena-kovac",,,,"01.01.2023"
66589,,,,,,,,,"http://www.wtatennis.com/players/329646/darja-suvirdjonkova",,,,"01.01.2023"
66591,,,,,,,,,"http://www.wtatennis.com/players/329918/sonay-kartal",,,,"01.01.2023"
66592,,,,,,,,,"http://www.wtatennis.com/players/329919/amarni-banks",,,,"01.01.2023"
66593,,,,,,,,,"http://www.wtatennis.com/players/330444/weronika-baszak",,,,"01.01.2023"
66594,,,,,,,,,"http://www.wtatennis.com/players/330182/matilda-mutavdzic",,,,"01.01.2023"
66595,,,,,,,,,"http://www.wtatennis.com/players/329671/yiming-dang",,,,"01.01.2023"
66596,,,,,,,,,"http://www.wtatennis.com/players/329672/anya-chavez",,,,"01.01.2023"
66597,,,179,"Vsetin, Czech Republic",,"Right-Handed",,,"http://www.wtatennis.com/players/329668/linda-noskova",,,,"01.01.2023"
66598,,,,,,,,,"http://www.wtatennis.com/players/329670/carolina-gomez",,,,"01.01.2023"
66601,,,,,,,,,"http://www.wtatennis.com/players/329667/lorelyz-marruffo",,,,"01.01.2023"
66602,,,,,,,,,"http://www.wtatennis.com/players/329662/valeria-lloclla",,,,"01.01.2023"
66604,,,,,,,,,"http://www.wtatennis.com/players/329657/alessia-martinez",,,,"01.01.2023"
66606,,,,,,,,,"http://www.wtatennis.com/players/329661/micaela-ode",,,,"01.01.2023"
66607,,,,,,,,,"http://www.wtatennis.com/players/329665/patricia-cano",,,,"01.01.2023"
66608,,,,,,,,,"http://www.wtatennis.com/players/329664/michela-montori-rodriguez",,,,"01.01.2023"
66615,,,,,,,,,"http://www.wtatennis.com/players/329649/elena-giessler",,,,"01.01.2023"
66626,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/329651/lanlana-tararudee",,,,"01.01.2023"
66716,,,,,,,,,"http://www.wtatennis.com/players/329663/camila-soares",,,,"01.01.2023"
66717,,,,,,,,,"http://www.wtatennis.com/players/329656/romina-ccuno",,,,"01.01.2023"
66738,,,,,,,,,"http://www.wtatennis.com/players/329705/yang-qu",,,,"01.01.2023"
66743,,,,,,,,,"http://www.wtatennis.com/players/329698/jana-vanik",,,,"01.01.2023"
66744,,,,,,,,,"http://www.wtatennis.com/players/329699/laura-putz",,,,"01.01.2023"
66745,,,,,,,,,"http://www.wtatennis.com/players/329678/polina-ramenskaja",,,,"01.01.2023"
66748,,,,,,,,,"http://www.wtatennis.com/players/329677/lissi-kubre",,,,"01.01.2023"
66751,,,,,,,,,"http://www.wtatennis.com/players/329695/rachel-leighton",,,,"01.01.2023"
66755,,,,,,,,,"http://www.wtatennis.com/players/329676/jessica-alsola",,,,"01.01.2023"
66756,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/329701/annabelle-xu",,,,"01.01.2023"
66757,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/329700/mia-kupres",,,,"01.01.2023"
66758,,,,,,,,,"http://www.wtatennis.com/players/329708/yehua-zhou",,,,"01.01.2023"
66759,,,,,,,,,"http://www.wtatennis.com/players/329703/cong-zhao",,,,"01.01.2023"
66881,,,,,,,,,"http://www.wtatennis.com/players/329689/quetzali-vazquez-montesinos",,,,"01.01.2023"
66882,,,,,,,,,"http://www.wtatennis.com/players/329687/daniela-rubio",,,,"01.01.2023"
66887,,,,,,,,,"http://www.wtatennis.com/players/329692/gala-arangio",,,,"01.01.2023"
66888,,,,,,,,,"http://www.wtatennis.com/players/329683/dana-guzman",,,,"01.01.2023"
66893,,,,,,,,,"http://www.wtatennis.com/players/329729/natasha-sengphrachanh",,,,"01.01.2023"
66901,,,,,,,,,"http://www.wtatennis.com/players/329728/mia-mack",,,,"01.01.2023"
66903,,,,,,,,,"http://www.wtatennis.com/players/329730/sofia-pinto",,,,"01.01.2023"
66911,,,,,,,,,"http://www.wtatennis.com/players/329716/carlotta-gabrielli",,,,"01.01.2023"
67061,,,,,,,,,"http://www.wtatennis.com/players/329719/jwany-sherif",,,,"01.01.2023"
67063,,,,,,,,,"http://www.wtatennis.com/players/329721/matilde-paoletti",,,,"01.01.2023"
67066,,,,,,,,,"http://www.wtatennis.com/players/329710/liana-cammilleri",,,,"01.01.2023"
67073,,,,,,,,,"http://www.wtatennis.com/players/329744/indianna-spink",,,,"01.01.2023"
67078,,,,,,,,,"http://www.wtatennis.com/players/329760/stella-remander",,,,"01.01.2023"
67084,,,,,,,,,"http://www.wtatennis.com/players/329750/sarah-o-connor",,,,"01.01.2023"
67105,,,,,,,,,"http://www.wtatennis.com/players/329745/natalie-johnson",,,,"01.01.2023"
67106,,,,,,,,,"http://www.wtatennis.com/players/329747/danielle-thompson",,,,"01.01.2023"
67108,,,,,,,,,"http://www.wtatennis.com/players/329738/raquel-villan-pereira",,,,"01.01.2023"
67109,,,,,,,,,"http://www.wtatennis.com/players/329759/laura-hietaranta",,,,"01.01.2023"
67263,,,,,,,,,"http://www.wtatennis.com/players/329765/layla-bryant",,,,"01.01.2023"
67270,,,,,,,,,"http://www.wtatennis.com/players/329772/fatiya-shariff",,,,"01.01.2023"
67271,,,,,,,,,"http://www.wtatennis.com/players/329771/roselida-asumwa",,,,"01.01.2023"
67273,,,,,,,,,"http://www.wtatennis.com/players/329770/alicia-owegi",,,,"01.01.2023"
67285,,,,,,,,,"http://www.wtatennis.com/players/329777/valentina-ascarrunz",,,,"01.01.2023"
67287,,,,,,,,,"http://www.wtatennis.com/players/329780/maria-sandoval-espinoza",,,,"01.01.2023"
67288,,,,,,,,,"http://www.wtatennis.com/players/329782/camila-taborga-rollano",,,,"01.01.2023"
67289,,,,,,,,,"http://www.wtatennis.com/players/329783/ghaida-jeribi",,,,"01.01.2023"
67290,,,,,,,,,"http://www.wtatennis.com/players/329767/judith-muraa",,,,"01.01.2023"
67291,,,,,,"Right-Handed",,,"http://www.wtatennis.com/players/329769/angella-okutoyi",,,,"01.01.2023"
67292,,,,,,,,,"http://www.wtatennis.com/players/329768/faith-omurunga",,,,"01.01.2023"
67407,,,,,,,,,"http://www.wtatennis.com/players/329781/masha-vrsalovic-gimenez",,,,"01.01.2023"
67408,,,,,,,,,"http://www.wtatennis.com/players/329778/fiorella-duran-montano",,,,"01.01.2023"
67409,,,,,,,,,"http://www.wtatennis.com/players/329779/sofia-taborga-rollano",,,,"01.01.2023"
67421,,,,,,,,,"http://www.wtatennis.com/players/329798/cynthia-wanjala",,,,"01.01.2023"
67422,,,,,,,,,"http://www.wtatennis.com/players/329792/myrna-olaya",,,,"01.01.2023"
67423,,,,,,,,,"http://www.wtatennis.com/players/329791/sierra-stone",,,,"01.01.2023"
67521,,,,,,,,,"http://www.wtatennis.com/players/329797/elena-korokozidi",,,,"01.01.2023"
67523,,,,,,,,,"http://www.wtatennis.com/players/329794/camila-miranda-jove",,,,"01.01.2023"
67524,,,,,,,,,"http://www.wtatennis.com/players/329795/gabriela-cortes-flores",,,,"01.01.2023"
67525,,,,,,,,,"http://www.wtatennis.com/players/329796/sabrina-solis-encinas",,,,"01.01.2023"
67526,,,,,,,,,"http://www.wtatennis.com/players/329793/maria-castedo",,,,"01.01.2023"
67531,,,,,,,,,"http://www.wtatennis.com/players/329808/diane-flament",,,,"01.01.2023"
67532,,,,,,,,,"http://www.wtatennis.com/players/329809/marte-lambrecht",,,,"01.01.2023"
67533,,,,,,,,,"http://www.wtatennis.com/players/329810/kristina-volgapkina",,,,"01.01.2023"
67534,,,,,,,,,"http://www.wtatennis.com/players/329807/stefanie-auer",,,,"01.01.2023"
67536,,,,,,,,,"http://www.wtatennis.com/players/329815/misa-malkin",,,,"01.01.2023"
67635,,,,,,,,,"http://www.wtatennis.com/players/329811/leyla-britez-risso",,,,"01.01.2023"
67636,,,,,,,,,"http://www.wtatennis.com/players/329814/lujan-alegre",,,,"01.01.2023"
67637,,,,,,,,,"http://www.wtatennis.com/players/329813/karim-carreras-lampert",,,,"01.01.2023"
67638,,,,,,,,,"http://www.wtatennis.com/players/329812/paloma-caceres-villalba",,,,"01.01.2023"
67639,,,,,,,,,"http://www.wtatennis.com/players/329824/han-shi",,,,"01.01.2023"
67646,,,,,,,,,"http://www.wtatennis.com/players/329825/alina-trynkina",,,,"01.01.2023"
67670,,,,,,,,,"http://www.wtatennis.com/players/329823/tamari-gagoshidze",,,,"01.01.2023"
67674,,,,,,,,,"http://www.wtatennis.com/players/329818/taylor-cataldi",,,,"01.01.2023"
67675,,,,,,,,,"http://www.wtatennis.com/players/329829/anna-gross",,,,"01.01.2023"
67676,,,,,,,,,"http://www.wtatennis.com/players/329831/irina-dshandshgava",,,,"01.01.2023"
67681,,,,,,,,,"http://www.wtatennis.com/players/329805/eunji-lee",,,,"01.01.2023"
67682,,,,,,,,,"http://www.wtatennis.com/players/329803/hee-im",,,,"01.01.2023"
67685,,,,,,,,,"http://www.wtatennis.com/players/329817/min-kim",,,,"01.01.2023"
67687,,,,,,,,,"http://www.wtatennis.com/players/329806/iva-divac",,,,"01.01.2023"
67768,,,,,,,,,"http://www.wtatennis.com/players/329830/alena-kasatkina",,,,"01.01.2023"
67771,,,,,,,,,"http://www.wtatennis.com/players/329843/sara-yigin",,,,"01.01.2023"
67774,,,,,,,,,"http://www.wtatennis.com/players/329844/sara-rhallab",,,,"01.01.2023"
67778,,,,,,,,,"http://www.wtatennis.com/players/329855/daria-munteanu",,,,"01.01.2023"
67782,,,,,,,,,"http://www.wtatennis.com/players/329850/andra-captan",,,,"01.01.2023"
67789,,,,,,,,,"http://www.wtatennis.com/players/329862/sonya-kovalenko",,,,"01.01.2023"
67790,,,,,,,,,"http://www.wtatennis.com/players/329994/michaela-kadleckova",,,,"01.01.2023"
67792,,,175,"Quezon City, Philippines",,"Left-Handed",,,"http://www.wtatennis.com/players/330332/alexandra-eala",,,,"01.01.2023"
67793,,,,,,,,,"http://www.wtatennis.com/players/329848/tali-malykhin",,,,"01.01.2023"
67800,,,,,,,,,"http://www.wtatennis.com/players/329853/maria-ciubotaru",,,,"01.01.2023"
67801,,,,,,,,,"http://www.wtatennis.com/players/329858/anastasiya-soboleva",,,,"01.01.2023"
67944,,,,,,,,,"http://www.wtatennis.com/players/329874/jia-dong",,,,"01.01.2023"
67949,,,,,,,,,"http://www.wtatennis.com/players/329867/martina-marusinova",,,,"01.01.2023"
67954,,,,,,,,,"http://www.wtatennis.com/players/329894/martina-peretti",,,,"01.01.2023"
67955,,,,,,,,,"http://www.wtatennis.com/players/329893/angelika-shapovalova",,,,"01.01.2023"
67956,,,,,,,,,"http://www.wtatennis.com/players/329895/caterina-odorizzi",,,,"01.01.2023"
67957,,,,,,,,,"http://www.wtatennis.com/players/329896/nathalie-mokhtar",,,,"01.01.2023"
67959,,,,,,,,,"http://www.wtatennis.com/players/329900/alexandra-botin",,,,"01.01.2023"
67972,,,,,,,,,"http://www.wtatennis.com/players/329878/martina-torrales-tebes",,,,"01.01.2023"
67975,,,,,,,,,"http://www.wtatennis.com/players/329882/sol-faga",,,,"01.01.2023"
67977,,,,,,,,,"http://www.wtatennis.com/players/329880/emilse-ruiz",,,,"01.01.2023"
67978,,,,,,"Left-Handed",,,"http://www.wtatennis.com/players/329886/krystal-blanch",,,,"01.01.2023"
67984,,,,,,,,,"http://www.wtatennis.com/players/329888/betina-buris",,,,"01.01.2023"
67997,,,,,,,,,"http://www.wtatennis.com/players/329910/anika-jaskova",,,,"01.01.2023"
68000,,,,,,,,,"http://www.wtatennis.com/players/329907/vladislava-petrovskaia",,,,"01.01.2023"
68099,,,,,,,,,"http://www.wtatennis.com/players/329873/chu-wang",,,,"01.01.2023"
68100,,,,,,,,,"http://www.wtatennis.com/players/329901/delia-macovei",,,,"01.01.2023"
68101,,,,,,,,,"http://www.wtatennis.com/players/329898/nina-radovanovic",,,,"01.01.2023"
68102,,,,,,,,,"http://www.wtatennis.com/players/329897/kenzy-ramy",,,,"01.01.2023"
68106,,,,,,,,,"http://www.wtatennis.com/players/329915/sasha-nelson",,,,"01.01.2023"
68109,,,,,,,,,"http://www.wtatennis.com/players/329925/dona-abo-habaga",,,,"01.01.2023"
68111,,,,,,,,,"http://www.wtatennis.com/players/329923/anja-wildgruber",,,,"01.01.2023"
68112,,,,,,,,,"http://www.wtatennis.com/players/329922/patricija-spaka",,,,"01.01.2023"
68113,,,,,,,,,"http://www.wtatennis.com/players/329924/tiziana-rossini",,,,"01.01.2023"
68129,,,,,,,,,"http://www.wtatennis.com/players/329927/judith-hernandez-miranda",,,,"01.01.2023"
68130,,,,,,,,,"http://www.wtatennis.com/players/329929/carmen-garcia-lavado",,,,"01.01.2023"
68132,,,,,,,,,"http://www.wtatennis.com/players/329928/laura-mulero-parraga",,,,"01.01.2023"
68133,,,,,,,,,"http://www.wtatennis.com/players/329930/tatyana-nikolenko",,,,"01.01.2023"
68287,,,,,,,,,"http://www.wtatennis.com/players/329935/dareen-elleithy",,,,"01.01.2023"
68288,,,,,,,,,"http://www.wtatennis.com/players/329938/farida-sabra",,,,"01.01.2023"
68290,,,,,,,,,"http://www.wtatennis.com/players/329939/hana-el-deeb",,,,"01.01.2023"
68293,,,,,,,,,"http://www.wtatennis.com/players/329944/emma-van-poppel",,,,"01.01.2023"
68294,,,,,,,,,"http://www.wtatennis.com/players/329947/mikayla-faure",,,,"01.01.2023"
68296,,,,,,,,,"http://www.wtatennis.com/players/329946/amy-bloch",,,,"01.01.2023"
68297,,,,,,,,,"http://www.wtatennis.com/players/329945/maxima-ellenberg",,,,"01.01.2023"
68299,,,,,,,,,"http://www.wtatennis.com/players/329940/nicole-viljoen",,,,"01.01.2023"
68300,,,,,,,,,"http://www.wtatennis.com/players/329957/karoline-laursen",,,,"01.01.2023"
68307,,,,,,,,,"http://www.wtatennis.com/players/329951/isabelle-oikawa-torres",,,,"01.01.2023"
68310,,,,,,,,,"http://www.wtatennis.com/players/329955/isadora-muller",,,,"01.01.2023"
68422,,,,,,,,,"http://www.wtatennis.com/players/329941/ntokozo-zungu",,,,"01.01.2023"
68423,,,,,,,,,"http://www.wtatennis.com/players/329943/isabella-weatherhead",,,,"01.01.2023"
68424,,,,,,,,,"http://www.wtatennis.com/players/329950/thais-maciel",,,,"01.01.2023"
68425,,,,,,,,,"http://www.wtatennis.com/players/329954/thamyrys-costa-araujo",,,,"01.01.2023"
68434,,,,,,,,,"http://www.wtatennis.com/players/329981/cayline-le-grange",,,,"01.01.2023"
68437,,,,,,,,,"http://www.wtatennis.com/players/329978/georgia-hosking",,,,"01.01.2023"
68438,,,,,,,,,"http://www.wtatennis.com/players/329997/roberta-lodi-pasini",,,,"01.01.2023"
68439,,,,,,,,,"http://www.wtatennis.com/players/329968/michaela-niedermeier",,,,"01.01.2023"
68441,,,,,,"Left-Handed",,,"http://www.wtatennis.com/players/329969/aysegul-mert",,,,"01.01.2023"
68444,,,,,,,,,"http://www.wtatennis.com/players/329974/anastasiya-skorupska",,,,"01.01.2023"
68447,,,,,,,,,"http://www.wtatennis.com/players/329995/silvia-costache",,,,"01.01.2023"
68448,,,,,,,,,"http://www.wtatennis.com/players/329993/mirela-shkumbova",,,,"01.01.2023"
68451,,,,,,,,,"http://www.wtatennis.com/players/329991/alessandra-caceres",,,,"01.01.2023"
68452,,,,,,,,,"http://www.wtatennis.com/players/329988/paloma-goldsmith-weinreich",,,,"01.01.2023"
68459,,,,,,,,,"http://www.wtatennis.com/players/329983/vanessa-langes",,,,"01.01.2023"
68462,,,,,,,,,"http://www.wtatennis.com/players/329996/beloslava-veleva",,,,"01.01.2023"
68463,,,,,,,,,"http://www.wtatennis.com/players/329977/georgia-kennealy",,,,"01.01.2023"
68464,,,,,,,,,"http://www.wtatennis.com/players/329979/tshegofatso-tsiang",,,,"01.01.2023"
68499,,,,,,,,,"http://www.wtatennis.com/players/329933/karolina-novakova",,,,"01.01.2023"
68595,,,,,,,,,"http://www.wtatennis.com/players/329984/matilde-morais",,,,"01.01.2023"
68596,,,,,,,,,"http://www.wtatennis.com/players/329987/florencia-araya",,,,"01.01.2023"
68597,,,,,,,,,"http://www.wtatennis.com/players/330024/majda-ajradini",,,,"01.01.2023"
68603,,,,,,,,,"http://www.wtatennis.com/players/330010/yui-kondo",,,,"01.01.2023"
68610,,,,,,,,,"http://www.wtatennis.com/players/329961/emily-ruckno",,,,"01.01.2023"
68611,,,,,,,,,"http://www.wtatennis.com/players/330018/sol-rabin",,,,"01.01.2023"
68612,,,,,,,,,"http://www.wtatennis.com/players/330017/valentina-mutilba",,,,"01.01.2023"
68615,,,,,,,,,"http://www.wtatennis.com/players/330022/nadezda-khalturina",,,,"01.01.2023"
68625,,,,,,,,,"http://www.wtatennis.com/players/330005/omolade-aderemi",,,,"01.01.2023"
68629,,,,,,,,,"http://www.wtatennis.com/players/330007/jumai-muhammed",,,,"01.01.2023"
68632,,,,,,,,,"http://www.wtatennis.com/players/330027/anamaria-kurtsikashvili",,,,"01.01.2023"
68633,,,,,,,,,"http://www.wtatennis.com/players/330026/olga-lesnikova",,,,"01.01.2023"
68634,,,,,,,,,"http://www.wtatennis.com/players/330025/elizaveta-shebekina",,,,"01.01.2023"
68755,,,,,,,,,"http://www.wtatennis.com/players/330002/divine-nweke",,,,"01.01.2023"
68756,,,,,,,,,"http://www.wtatennis.com/players/330004/ozi-oiza-yakubu",,,,"01.01.2023"
68758,,,,,,,,,"http://www.wtatennis.com/players/330034/maria-lopez-martinez",,,,"01.01.2023"
68762,,,,,,,,,"http://www.wtatennis.com/players/330032/nikol-mishieva",,,,"01.01.2023"
68764,,,,,,,,,"http://www.wtatennis.com/players/330035/malaika-rapolu",,,,"01.01.2023"
68784,,,,,,,,,"http://www.wtatennis.com/players/330030/haruna-takada",,,,"01.01.2023"
68812,,,,,,,,,"http://www.wtatennis.com/players/330011/shizuka-sakurada",,,,"01.01.2023"
68920,,,,,,,,,"http://www.wtatennis.com/players/330039/valentina-loretz",,,,"01.01.2023"
68921,,,,,,,,,"http://www.wtatennis.com/players/330038/paulina-loretz",,,,"01.01.2023"
68922,,,,,,,,,"http://www.wtatennis.com/players/330037/karla-portalatin",,,,"01.01.2023"
68924,,,,,,,,,"http://www.wtatennis.com/players/330055/duru-durgun",,,,"01.01.2023"
